"","File","Query","SolutionStr","MySolutionStr","SolutionLine","MySolutionLine","Loss"
"3986","630.txt","assertNull(Util.cloneAndRemoveDeleted(retrieved, Integer.MAX_VALUE));","assertNull(ColumnFamilyStore.removeDeleted(retrieved, Integer.MAX_VALUE));","assertNull(ColumnFamilyStore.removeDeleted(retrieved, Integer.MAX_VALUE));",56,56,0
"3987","631.txt","boolean cfIrrelevant = ColumnFamilyStore.removeDeletedCF(emptyColumnFamily, gcBefore) == null;","boolean cfIrrelevant = ColumnFamilyStore.removeDeleted(emptyColumnFamily, gcBefore) == null;","boolean cfIrrelevant = ColumnFamilyStore.removeDeleted(emptyColumnFamily, gcBefore) == null;",120,120,0
"3988","632.txt","public final IFilter filter;","private final IFilter filter;","public final QueryPath path;",43,42,0.761594155955765
"3989","633.txt",": (64 - Long.numberOfLeadingZeros(maxIndexEntry));",": (64 - Long.numberOfLeadingZeros(maxIndexEntry - 1));",": (64 - Long.numberOfLeadingZeros(maxIndexEntry - 1));",180,180,0
"3990","634.txt","final Builder.Arc<T> arc = node.arcs[arcUpto];","final Builder.Arc arc = node.arcs[arcUpto];","final Builder.Arc arc = node.arcs[arcUpto];",43,43,0
"3991","635.txt","@Override @SuppressWarnings(""rawtypes"")","@Override @SuppressWarnings(""unchecked"")","@Override @SuppressWarnings(""unchecked"")",46,46,0
"3992","636.txt","if ( vmname.indexOf( "" "" ) >= 0 )","if ( vmname.contains( "" "" ) )","if ( vmname.contains( "" "" ) )",598,598,0
"3993","637.txt","conf.setMapOutputValueClass(Text.class);","conf.setMapOutputValueClass(VectorWritable.class);","conf.setMapOutputValueClass(KMeansInfo.class);",309,251,1
"3994","638.txt","@Test","//@Test","//@Test",123,123,0
"3995","639.txt","if (!super.equals(o)) return false;","if (SpatialDistanceQuery.class != o.getClass()) return false;","if (SpatialDistanceQuery.class != o.getClass()) return false;",573,573,0
"3996","64.txt","buffer.append( getJavaExecutableName() + "" -classpath "" );","buffer.append( ""java -classpath "" );","buffer.append( ""java -classpath "" );",470,470,0
"3997","640.txt","<P>	The following is an overall design of the JTA implementation in Derby,","<P>The following is an overall design of the JTA implementation in cloudscape,","<P>The following is an overall design of the JTA implementation in cloudscape,",40,40,0
"3998","641.txt","If the thread has pushed multiple contexts (e.g. open a new non-nested Derby connection","If the thread has pushed multiple contexts (e.g. open a new non-nested Cloudscape connection","If the thread has pushed multiple contexts (e.g. open a new non-nested Cloudscape connection",79,79,0
"3999","642.txt","not owned by Derby code, and thus must not be modified by Derby","not owned by cloudscape code, and thus must not be modified by cloudscape","not owned by cloudscape code, and thus must not be modified by cloudscape",59,59,0
"4000","643.txt","<LI>The application properties set (i.e. obtained from the derby.properties file).","<LI>The application properties set (i.e. obtained from the cloudscape.properties file).","<LI>The application properties set (i.e. obtained from the cloudscape.properties file).",174,174,0
"4001","644.txt","@exception StandardException	Derby error.","@exception StandardExceptionCloudscape error.","@exception StandardExceptionCloudscape error.",88,88,0
"4002","645.txt","Class to hold a Derby Product version.","Class to hold a cloudscape Product version.","Class to hold a cloudscape Product version.",30,30,0
"4003","646.txt","@exception StandardException  Standard Derby exception policy","@exception StandardException  Standard cloudscape exception policy","@exception StandardException  Standard cloudscape exception policy",75,75,0
"4004","647.txt","@exception StandardException Standard Derby error policy","@exception StandardException Standard cloudscape error policy","@exception StandardException Standard cloudscape error policy",62,62,0
"4005","648.txt","diagnostic capability within the distributed release of the Derby","diagnostic capability within the distributed release of the cloudscape","diagnostic capability within the distributed release of the cloudscape",27,27,0
"4006","649.txt","@exception 	StandardException	Standard Derby error policy","@exception StandardExceptionStandard Cloudscape error policy","@exception StandardExceptionStandard Cloudscape error policy",41,41,0
"4007","65.txt","al.add( BaseTestCase.getJavaExecutableName() );","al.add( ""java"" );","argsList.add( config.getHostName() );",252,418,1
"4008","650.txt","Derby interface for creating a stored form for","Cloudscape interface for creating a stored form for","Cloudscape interface for creating a stored form for",27,27,0
"4009","651.txt","Derby interface for identifying the format id for the","Cloudscape interface for identifying the format id for the","Cloudscape interface for identifying the format id for the",24,24,0
"4010","652.txt","@exception StandardException Standard Derby policy","@exception StandardException Standard Cloudscape policy","@exception StandardException Standard Cloudscape policy",78,78,0
"4011","653.txt","@exception StandardException Standard Derby error policy.","@exception StandardException Standard Cloudscape error policy.","@exception StandardException Standard Cloudscape error policy.",46,46,0
"4012","654.txt","@exception StandardException Standard Derby Error Policy","@exception StandardException Standard Cloudscape Error Policy","@exception StandardException Standard Cloudscape Error Policy",70,70,0
"4013","655.txt","rawLength = in.readDerbyUTF(arg_passer);","rawLength = in.readCloudscapeUTF(arg_passer);","rawLength = in.readCloudscapeUTF(arg_passer);",636,636,0
"4014","656.txt","@exception StandardException Standard Derby policy.","@exception StandardException Standard Cloudscape policy.","@exception StandardException Standard Cloudscape policy.",98,98,0
"4015","657.txt","this class represents internal Derby transaction ids","this class represents internal cloudscape transaction ids","this class represents internal cloudscape transaction ids",36,36,0
"4016","658.txt","@exception StandardException Standard Derby error policy","@exception StandardException Standard Cloudscape error policy","@exception StandardException Standard Cloudscape error policy",125,125,0
"4017","659.txt","@exception StandardException Standard Derby Error Policy","@exception StandardException Cloudscape Standard Error Policy","@exception StandardException Cloudscape Standard Error Policy",71,71,0
"4018","66.txt","skipRemainder(true);","skipRemainder(false);","skipRemainder(false);",3806,914,1
"4019","660.txt","types they are forced to input types. i.e. Derby static method","types they are forced to input types. i.e. Cloudscape static method","types they are forced to input types. i.e. Cloudscape static method",172,172,0
"4020","661.txt","@SuppressCodecs({""Direct"", ""Memory"", ""Lucene41"", ""MockRandom"", ""Lucene40"", ""Compressing""})","@SuppressCodecs({""Direct"", ""Memory"", ""Lucene41"", ""MockRandom""})","@SuppressCodecs({""Direct"", ""Memory"", ""Lucene41"", ""MockRandom""})",52,52,0
"4021","662.txt","r = new FCInvisibleMultiReader((DirectoryReader)r);","r = new FCInvisibleMultiReader(new AssertingDirectoryReader((DirectoryReader)r));","r = new FCInvisibleMultiReader(r);",1056,1032,1
"4022","663.txt","expressions[1] = ""/solr/cores/core[@name='new_two' and @instanceDir='new_two"" + File.separator + ""']"";","expressions[1] = ""/solr/cores/core[@name='new_two' and @instanceDir='new_two/']"";","expressions[1] = ""/solr/cores/core[@name='new_two' and @instanceDir='new_two/']"";",373,373,0
"4023","664.txt","count += info.docCount - numDeletedDocs(info);","count += info.docCount - info.getDelCount();","count += info.docCount - info.getDelCount();",1222,1222,0
"4024","665.txt","assertEquals(""index="" + writer.segString(), addCount.get() - delCount.get(), writer.numDocs());","assertEquals(addCount.get() - delCount.get(), writer.numDocs());","assertEquals(addCount.get() - delCount.get(), writer.numDocs());",319,319,0
"4025","666.txt","return Types.DOUBLE;","return Types.INTEGER;","return Types.BLOB;",2078,2127,1
"4026","667.txt","import org.apache.derby.iapi.sql.execute.ResultSetStatistics;","import org.apache.derby.impl.sql.execute.rts.ResultSetStatistics;","import org.apache.derby.impl.sql.execute.rts.ResultSetStatistics;",39,39,0
"4027","668.txt","import org.apache.derby.iapi.sql.execute.ResultSetStatistics;","import org.apache.derby.impl.sql.execute.rts.ResultSetStatistics;","import org.apache.derby.impl.sql.execute.rts.ResultSetStatistics;",28,28,0
"4028","669.txt","import org.apache.derby.iapi.sql.execute.ResultSetStatistics;","import org.apache.derby.impl.sql.execute.rts.ResultSetStatistics;","import org.apache.derby.impl.sql.execute.rts.ResultSetStatistics;",33,33,0
"4029","67.txt","public static String getNameFromJdbcType(int jdbcType) {","public static String jdbcNameFromJdbc(int jdbcType) {","public static String sqlNameFromJdbc(int jdbcType) {",442,407,1
"4030","670.txt","import org.apache.derby.iapi.sql.execute.ResultSetStatistics;","import org.apache.derby.impl.sql.execute.rts.ResultSetStatistics;","import org.apache.derby.impl.sql.execute.rts.ResultSetStatistics;",48,48,0
"4031","671.txt","import org.apache.derby.iapi.sql.execute.ResultSetStatistics;","import org.apache.derby.impl.sql.execute.rts.ResultSetStatistics;","import org.apache.derby.impl.sql.execute.rts.ResultSetStatistics;",109,109,0
"4032","672.txt","int splits = keys.size() * DatabaseDescriptor.getIndexInterval() / keysPerSplit;","int splits = keys.size() * SSTableReader.indexInterval() / keysPerSplit;","int splits = keys.size() * SSTableReader.indexInterval() / keysPerSplit;",1385,1385,0
"4033","673.txt","pending.add(new PendingFile(sstable, desc, SSTable.COMPONENT_DATA, sections, type, sstable.estimatedKeys()));","pending.add(new PendingFile(sstable, desc, SSTable.COMPONENT_DATA, sections, type));","pending.add(new PendingFile(sstable, desc, SSTable.COMPONENT_DATA, sections, type));",179,179,0
"4034","674.txt","sreq.params.set(""group.distributed.first"",""true"");","sreq.params.set(""group.distibuted.first"",""true"");","sreq.params.set(""group.distibuted.first"",""true"");",74,74,0
"4035","675.txt","public CommitLogSegment.CommitLogContext getContext()","public CommitLogSegment.CommitLogContext getContext() throws IOException","public CommitLogSegment.CommitLogContext getContext() throws IOException",312,312,0
"4036","676.txt","void put(String key, byte[] buffer)","void put(String key, byte[] buffer) throws IOException","void put(String key, byte[] buffer) throws IOException",71,71,0
"4037","677.txt","public ColumnIterator getSSTableColumnIterator(SSTableReader sstable)","public ColumnIterator getSSTableColumnIterator(SSTableReader sstable) throws IOException","public ColumnIterator getSSTableColumnIterator(SSTableReader sstable) throws IOException",67,67,0
"4038","678.txt","public abstract ColumnIterator getSSTableColumnIterator(SSTableReader sstable);","public abstract ColumnIterator getSSTableColumnIterator(SSTableReader sstable) throws IOException;","public abstract ColumnIterator getSSTableColumnIterator(SSTableReader sstable) throws IOException;",60,60,0
"4039","679.txt","public ColumnIterator getSSTableColumnIterator(SSTableReader sstable)","public ColumnIterator getSSTableColumnIterator(SSTableReader sstable) throws IOException","public ColumnIterator getSSTableColumnIterator(SSTableReader sstable) throws IOException",71,71,0
"4040","68.txt","for (String ksName : Schema.instance.getTables())","for (String ksName : DatabaseDescriptor.getTables())","for (String ksName : DatabaseDescriptor.getTables())",728,728,0
"4041","680.txt","//@Override","@Override","@Override",40,40,0
"4042","681.txt","//@Override","@Override","@Override",42,42,0
"4043","682.txt","//@Override","@Override","@Override",42,42,0
"4044","683.txt","//@Override","@Override","@Override",40,40,0
"4045","684.txt","//@Override","@Override","@Override",39,39,0
"4046","685.txt","//@Override","@Override","@Override",39,39,0
"4047","686.txt","expressionString(primary), index.getBaseCFStore().metadata.getKeyValidator().getString(startKey)));","expressionString(primary), index.getUnderlyingCfs().getComparator().getString(startKey)));","expressionString(primary), index.getUnderlyingCfs().getComparator().getString(startKey)));",152,152,0
"4048","687.txt","code = 1+UnicodeUtil.UNI_SUR_LOW_END+r.nextInt(t.max-UnicodeUtil.UNI_SUR_LOW_END);","code = 1+UnicodeUtil.UNI_SUR_LOW_END+r.nextInt(t.max-UnicodeUtil.UNI_SUR_LOW_END+1);","code = 1+UnicodeUtil.UNI_SUR_LOW_END+r.nextInt(t.max-UnicodeUtil.UNI_SUR_LOW_END+1);",95,95,0
"4049","688.txt","MessagingService.instance().sendOneWay(message, destination);","MessagingService.instance().sendOneWay(message, target);","MessagingService.instance().sendOneWay(message, target);",245,245,0
"4050","689.txt","public abstract float difference();","protected abstract float difference();","protected abstract float difference();",37,37,0
"4051","69.txt","""select a, length(a), b from testClobTriggerB order by b"");","""select a, length(a), b from testClobTriggerA order by b"");","""select a, length(a), b from testClobTriggerA order by b"");",411,409,0.964027580075817
"4052","690.txt","IndexWriter writer = new IndexWriter(dir, new WhitespaceAnalyzer(), true, IndexWriter.MaxFieldLength.LIMITED);","IndexWriter writer = new IndexWriter(dir, true, new WhitespaceAnalyzer(), true, IndexWriter.MaxFieldLength.LIMITED);","IndexWriter writer = new IndexWriter(dir, true, new WhitespaceAnalyzer(), true, IndexWriter.MaxFieldLength.LIMITED);",94,94,0
"4053","691.txt","super(dir, a, create, mfl);","super(dir, false, a, create, mfl);","super(dir, false, a, create, mfl);",117,117,0
"4054","692.txt","IndexWriter modifier = new IndexWriter(directory, autoCommit, ANALYZER, true);","IndexWriter modifier = new IndexWriter(directory, autoCommit, ANALYZER, true, IndexWriter.MaxFieldLength.LIMITED);","IndexWriter modifier = new IndexWriter(directory, autoCommit, ANALYZER, true, IndexWriter.MaxFieldLength.LIMITED);",119,119,0
"4055","693.txt","assert docStoreOffset == -1 || docStoreSegment != null: ""dso="" + docStoreOffset + "" dss="" + docStoreSegment + "" docCount="" + docCount;","assert docStoreOffset == -1 || docStoreSegment != null;","assert docStoreOffset == -1 || docStoreSegment != null;",112,112,0
"4056","694.txt","false);","false, IndexWriter.MaxFieldLength.LIMITED);","false, IndexWriter.MaxFieldLength.LIMITED);",53,53,0
"4057","695.txt","return (proxy != null && getInvocationHandler(proxy) instanceof ProxyHandler);","return (getInvocationHandler(proxy) instanceof ProxyHandler);","return (getInvocationHandler(proxy) instanceof ProxyHandler);",73,73,0
"4058","696.txt","public void testCountUsingSampling() throws Exception {","public void testCountUsingSamping() throws Exception {","public void testCountUsingSamping() throws Exception {",71,71,0
"4059","697.txt","public void testCountWithdepthUsingSampling() throws Exception, IOException {","public void testCountWithdepthUsingSamping() throws Exception, IOException {","public void testCountWithdepthUsingSamping() throws Exception, IOException {",55,55,0
"4060","698.txt","String hmapKey = ignoreCase ? keyStr.toLowerCase(Locale.ENGLISH) : keyStr;","String hmapKey = ignoreCase ? keyStr.toLowerCase() : keyStr;","String hmapKey = ignoreCase ? keyStr.toLowerCase() : keyStr;",39,39,0
"4061","699.txt","return valueOf(s.toUpperCase(Locale.ENGLISH));","return valueOf(s.toUpperCase());","return valueOf(s.toUpperCase());",350,350,0
"4062","7.txt","tablename = ""Keyspace5"";","tablename = ""Keyspace4"";","tablename = ""Keyspace4"";",68,68,0
"4063","70.txt","if (isIBMJVM()) {","if (! isSunJVM()) {","if (! isSunJVM()) {",92,92,0
"4064","700.txt","String getter = ""get"" + attribute.substring(0, 1).toUpperCase(Locale.ENGLISH)","String getter = ""get"" + attribute.substring(0, 1).toUpperCase()","String getter = ""get"" + attribute.substring(0, 1).toUpperCase()",250,250,0
"4065","701.txt","String styleSmall = style.toLowerCase(Locale.ENGLISH);","String styleSmall = style.toLowerCase();","String styleSmall = style.toLowerCase();",75,75,0
"4066","702.txt","int detailLevel = grid.getLevelForDistance(args.resolveDistErr(ctx, distErrPct));","int detailLevel = grid.getMaxLevelForPrecision(shape, args.getDistPrecision());","int detailLevel = grid.getMaxLevelForPrecision(shape, args.getDistPrecision());",51,51,0
"4067","703.txt","int detailLevel = grid.getLevelForDistance(args.resolveDistErr(ctx, distErrPct));","int detailLevel = grid.getMaxLevelForPrecision(shape,args.getDistPrecision());","int detailLevel = grid.getMaxLevelForPrecision(shape,args.getDistPrecision());",59,59,0
"4068","704.txt","return new TopGroups(new SortField[0], new SortField[0], 0, 0, new GroupDocs[0], Float.NaN);","return new TopGroups(new SortField[0], new SortField[0], 0, 0, new GroupDocs[0]);","return new TopGroups(new SortField[0], new SortField[0], 0, 0, new GroupDocs[0]);",249,249,0
"4069","705.txt","return new TopGroups<BytesRef>(groupSort.getSort(), sortWithinGroup.getSort(), 0, 0, new GroupDocs[0], Float.NaN);","return new TopGroups<BytesRef>(groupSort.getSort(), sortWithinGroup.getSort(), 0, 0, new GroupDocs[0]);","return new TopGroups<BytesRef>(groupSort.getSort(), sortWithinGroup.getSort(), 0, 0, new GroupDocs[0]);",138,138,0
"4070","706.txt","rb.mergedTopGroups.put(groupField, TopGroups.merge(topGroups.toArray(topGroupsArr), groupSort, sortWithinGroup, groupOffsetDefault, docsPerGroupDefault, TopGroups.ScoreMergeMode.None));","rb.mergedTopGroups.put(groupField, TopGroups.merge(topGroups.toArray(topGroupsArr), groupSort, sortWithinGroup, groupOffsetDefault, docsPerGroupDefault));","rb.mergedTopGroups.put(groupField, TopGroups.merge(topGroups.toArray(topGroupsArr), groupSort, sortWithinGroup, groupOffsetDefault, docsPerGroupDefault));",100,100,0
"4071","707.txt","GroupDocs<String> groupDocs = new GroupDocs<String>(Float.NaN, topDocs.getMaxScore(), topDocs.totalHits, topDocs.scoreDocs, query.toString(), null);","GroupDocs<String> groupDocs = new GroupDocs<String>(topDocs.getMaxScore(), topDocs.totalHits, topDocs.scoreDocs, query.toString(), null);","GroupDocs<String> groupDocs = new GroupDocs<String>(topDocs.getMaxScore(), topDocs.totalHits, topDocs.scoreDocs, query.toString(), null);",861,861,0
"4072","708.txt","rb.mergedTopGroups.put(field, new TopGroups(null, null, 0, 0, new GroupDocs[]{}, Float.NaN));","rb.mergedTopGroups.put(field, new TopGroups(null, null, 0, 0, new GroupDocs[]{}));","rb.mergedTopGroups.put(field, new TopGroups(null, null, 0, 0, new GroupDocs[]{}));",655,655,0
"4073","709.txt","+ ""with a value smaller than the current chunk size ("" + chunkSize + "")"");","+ ""with a a value smaller than the current chunk size ("" + chunkSize + "")"");","+ ""with a a value smaller than the current chunk size ("" + chunkSize + "")"");",175,175,0
"4074","71.txt","if (isIBMJVM()) {","if (! isSunJVM()) {","if (! isSunJVM()) {",57,57,0
"4075","710.txt","+ ""with a value smaller than the current chunk size ("" + chunkSize + "")"");","+ ""with a value smaller than the current chunks size ("" + chunkSize + "")"");","+ ""with a value smaller than the current chunks size ("" + chunkSize + "")"");",128,128,0
"4076","711.txt","protected class BoostingSpanScorer extends SpanScorer {","class BoostingSpanScorer extends SpanScorer {","class BoostingSpanScorer extends SpanScorer {",69,69,0
"4077","712.txt","@JoinColumn(name = ""QUOTE_SYMBOL"", columnDefinition=""VARCHAR(255)"")","@JoinColumn(name = ""QUOTE_SYMBOL"", columnDefinition=""VARCHAR(250)"")","@JoinColumn(name = ""QUOTE_SYMBOL"", columnDefinition=""VARCHAR(250)"")",77,77,0
"4078","713.txt","@JoinColumn(name=""PROFILE_USERID"", columnDefinition=""VARCHAR(255)"")","@JoinColumn(name=""PROFILE_USERID"", columnDefinition=""VARCHAR(250)"")","@JoinColumn(name=""PROFILE_USERID"", columnDefinition=""VARCHAR(250)"")",106,106,0
"4079","714.txt","FileUtils.writeByteArrayToFile(new File(dir, file), data);","FileUtils.writeStringToFile(new File(dir, file), new String(data, ""UTF-8""), ""UTF-8"");","FileUtils.writeStringToFile(new File(dir, file), new String(data, ""UTF-8""), ""UTF-8"");",1254,1254,0
"4080","715.txt","import org.apache.solr.search.function.ValueSource;","import org.apache.lucene.search.function.ValueSource;","import org.apache.lucene.search.function.ValueSource;",20,20,0
"4081","716.txt","import org.apache.solr.search.function.*;","import org.apache.lucene.search.function.*;","import org.apache.lucene.search.function.*;",20,20,0
"4082","717.txt","pool_.reset();","pool_.destroy(this);","pool_.destroy(this);",320,320,0
"4083","718.txt","""l"", ""m"", ""t"", ""qu"", ""n"", ""s"", ""j"", ""d"", ""c"", ""jusqu"", ""quoiqu"", ""lorsqu"", ""puisqu""), true));","""l"", ""m"", ""t"", ""qu"", ""n"", ""s"", ""j""), true));","""l"", ""m"", ""t"", ""qu"", ""n"", ""s"", ""j""), true));",104,104,0
"4084","719.txt","if (def.finished())","if (def.needsInput())","if (def.needsInput())",79,72,0.999998336943945
"4085","72.txt","if (userVector.get(index) == 0.0) {","if (userVector.get(index) != 0.0) {","if (userVector.get(index) != 0.0) {",130,130,0
"4086","720.txt","+ ""'extinout/t1.dat' , '\\', '\\', null) "");","+ ""'extinout/t1.dat' , '\\a', '\\', null) "");","+ ""'extinout/t1.dat' , '\\a', '\\', null) "");",2047,2047,0
"4087","721.txt","""create function EMC.GETARTICLE(path VARCHAR(60)) "" +","""create function EMC.GETARTICLE(path VARCHAR(40)) "" +","""create function EMC.GETARTICLE(path VARCHAR(40)) "" +",164,164,0
"4088","722.txt","""APP"", ""EMPTY_TABLE"", emptyFileName, ""|"", ""`"", null, 1);","""APP"", ""EMPTY_TABLE"", emptyFileName, ""|"", ""``"", null, 1);","""APP"", ""EMPTY_TABLE"", emptyFileName, ""|"", ""``"", null, 1);",1537,1537,0
"4089","723.txt","checkShardConsistency(""shard1"", false, false);","checkShardConsistency(""shard1"", false);","checkShardConsistency(""shard1"", false);",92,92,0
"4090","724.txt","if (0 < fractOrAbs && fractOrAbs <= 1)","if (0 < fractOrAbs && fractOrAbs < 1)","if (0 < fractOrAbs && fractOrAbs < 1)",107,107,0
"4091","725.txt","myURL = zkController.getBaseUrl();","myURL = zkController.getZkServerAddress();","myURL = zkController.getZkServerAddress();",168,168,0
"4092","726.txt","CREATE, DELETE, RELOAD, SYNCSHARD;","CREATE, DELETE, RELOAD;","CREATE, DELETE, RELOAD;",31,31,0
"4093","727.txt","res = ResourceBundle.getBundle(messageFileName);","res = ResourceBundle.getBundle(MESSAGE_FILE);","res = ResourceBundle.getBundle(messageFileName,locale);",169,173,0.999329299739067
"4094","728.txt","new MessageId (SQLState.CANNOT_CLOSE_ACTIVE_CONNECTION));","new MessageId (SQLState.CANNOT_CLOSE_ACTIVE_XA_CONNECTION));","new MessageId (SQLState.CANNOT_CLOSE_ACTIVE_XA_CONNECTION));",714,714,0
"4095","729.txt","clientMessageIds.add(SQLState.CANNOT_CLOSE_ACTIVE_CONNECTION);","clientMessageIds.add(SQLState.CANNOT_CLOSE_ACTIVE_XA_CONNECTION);","clientMessageIds.add(SQLState.CANNOT_CLOSE_ACTIVE_XA_CONNECTION);",55,55,0
"4096","73.txt","return docIt < 0 ? -1 : docIt >= upto ? NO_MORE_DOCS : docs[docIt];","return docIt >= upto ? NO_MORE_DOCS : docs[docIt];","return docIt >= upto ? NO_MORE_DOCS : docs[docIt];",562,562,0
"4097","730.txt","agent.trace(""agentError in "" + agent);","System.out.println(""agentError in "" + agent);","System.out.println(""agentError in "" + agent);",326,326,0
"4098","731.txt","return true;","target = currentDoc + 1;","return false;",210,123,1
"4099","732.txt","MergeState.CheckAbort.NONE, new FieldInfos.FieldNumbers(), context);","MergeState.CheckAbort.NONE, null, new FieldInfos.FieldNumbers(), context);","MergeState.CheckAbort.NONE, null, new FieldInfos.FieldNumbers(), context);",207,207,0
"4100","733.txt","MergeState.CheckAbort.NONE, new FieldInfos.FieldNumbers(), newIOContext(random()));","MergeState.CheckAbort.NONE, null, new FieldInfos.FieldNumbers(), newIOContext(random()));","MergeState.CheckAbort.NONE, null, new FieldInfos.FieldNumbers(), newIOContext(random()));",85,85,0
"4101","734.txt","CounterColumn col = client.get(key, cpath, cl).counter_column;","CounterColumn col = client.get_counter(key, cpath, cl).column;","CounterColumn col = client.get_counter(key, cpath, cl).column;",75,75,0
"4102","735.txt","throw new InvalidAttributeException(MessageUtil.getMessage(""MORE_THAN_ONE_FRAG_HOST"",","throw new InvalidAttributeException(MessageUtil.getMessage(""APPUTILS0001W"",","throw new InvalidAttributeException(MessageUtil.getMessage(""APPUTILS0001W"",",119,119,0
"4103","736.txt","_TestUtil.nextInt(random(), 0, 3) + 1);","_TestUtil.nextInt(random(), 0, 5) + 1);","_TestUtil.nextInt(random(), 0, 5) + 1);",732,732,0
"4104","737.txt","public static final String GRAM_TYPE = ""gram"";","static final String GRAM_TYPE = ""gram"";","static final String GRAM_TYPE = ""gram"";",47,47,0
"4105","738.txt","DistributedRowMatrix out = new DistributedRowMatrix(outPath, outputTmpPath, numCols, other.numCols());","DistributedRowMatrix out = new DistributedRowMatrix(outPath, outputTmpPath, numRows, other.numCols());","DistributedRowMatrix out = new DistributedRowMatrix(outPath, outputTmpPath, numRows, other.numCols());",145,145,0
"4106","739.txt",": SuperColumn.serializer(metadata.subcolumnComparator);",": SuperColumn.serializer(getColumnComparator());",": SuperColumn.serializer(getColumnComparator());",590,590,0
"4107","74.txt","if (queue.size() > 0 && similarity > queue.get(queue.size() - 1).getSimilarity()) {","if (similarity > queue.get(queue.size() - 1).getSimilarity()) {","if (similarity > queue.get(queue.size() - 1).getSimilarity()) {",361,361,0
"4108","740.txt","tmp.add( tq, BooleanClause.Occur.SHOULD);","tmp.add( tq, false, false);","tmp.add( tq, false, false);",108,108,0
"4109","741.txt","public void close() {","public void release() {","public void release() {",47,47,0
"4110","742.txt","public void close() {","public void release() {","public void release() {",58,58,0
"4111","743.txt","l.close();","l.release();","l.release();",105,105,0
"4112","744.txt","public void close() {","public void release() {","public void release() {",74,74,0
"4113","745.txt","public void close() throws IOException {","public void release() throws IOException {","public void release() throws IOException {",164,164,0
"4114","746.txt","lock.close();","lock.release();","lock.release();",125,125,0
"4115","747.txt","lock.close();","lock.release();","lock.release();",78,78,0
"4116","748.txt","throw new IllegalArgumentException(""cannot set a BytesRef value on an indexed field"");","throw new IllegalArgumentException(""cannot set a Reader value on an indexed field"");","throw new IllegalArgumentException(""cannot set a Reader value on an indexed field"");",350,350,0
"4117","749.txt","public void callback();","public void callback(Object key);","public void callback(Object key);",25,25,0
"4118","75.txt","sum += sstable.onDiskLength();","sum += sstable.length();","sum += sstable.length();",260,260,0
"4119","750.txt","import org.apache.aries.subsystem.core.ResourceHelper;","import org.apache.aries.subsystem.core.internal.ResourceHelper;","import org.apache.aries.subsystem.core.internal.ResourceHelper;",21,21,0
"4120","751.txt","import org.apache.aries.subsystem.core.ResourceHelper;","import org.apache.aries.subsystem.core.internal.ResourceHelper;","import org.apache.aries.subsystem.core.internal.ResourceHelper;",21,21,0
"4121","752.txt","setInput(parameterIndex, Boolean.valueOf(x));","setInput(parameterIndex, new Short((short) (x ? 1 : 0)));","setInput(parameterIndex, null);",500,467,1
"4122","753.txt","writeBoolean(((Boolean) inputs[i]).booleanValue());","write1Byte(((Short) inputs[i]).shortValue());","writeDouble(((Double) inputs[i]).doubleValue());",725,737,0.999999999924497
"4123","754.txt","getBool(CfgProp.SOLR_LOGGING_ENABLED, true),","getBool(CfgProp.SOLR_LOGGING_ENABLED, false),","getBool(CfgProp.SOLR_LOGGING_ENABLED, false),",196,196,0
"4124","755.txt","if (start >= current.endOffset || end > contentLength) {","if (start >= current.endOffset) {","if (start >= current.endOffset) {",566,516,1
"4125","756.txt","public PatternKeywordMarkerFilter(TokenStream in, Pattern pattern) {","protected PatternKeywordMarkerFilter(TokenStream in, Pattern pattern) {","protected PatternKeywordMarkerFilter(TokenStream in, Pattern pattern) {",45,45,0
"4126","757.txt","Set<InetAddress> endpoints = new LinkedHashSet<InetAddress>(totalReplicas);","Set<InetAddress> endpoints = new HashSet<InetAddress>(totalReplicas);","Set<InetAddress> endpoints = new HashSet<InetAddress>(totalReplicas);",100,100,0
"4127","758.txt","private static final Logger logger = LoggerFactory.getLogger(ColumnFamilyInputFormat.class);","private static final Logger logger = LoggerFactory.getLogger(StorageService.class);","private static final Logger logger = LoggerFactory.getLogger(StorageService.class);",76,76,0
"4128","759.txt","protected static Logger logger = LoggerFactory.getLogger(DebuggableThreadPoolExecutor.class);","protected static Logger logger = LoggerFactory.getLogger(JMXEnabledThreadPoolExecutor.class);","protected static Logger logger = LoggerFactory.getLogger(JMXEnabledThreadPoolExecutor.class);",31,31,0
"4129","76.txt","super(path, metadata.dataLength, metadata.compressedFileLength);","super(path, metadata.dataLength);","super(path, metadata.dataLength);",33,33,0
"4130","760.txt","private static final Logger logger = LoggerFactory.getLogger(RangeSliceVerbHandler.class);","private static final Logger logger = LoggerFactory.getLogger(IndexScanVerbHandler.class);","private static final Logger logger = LoggerFactory.getLogger(IndexScanVerbHandler.class);",35,35,0
"4131","761.txt","setType(DataTypeDescriptor.getBuiltInDataTypeDescriptor( Types.BIGINT));","setType(DataTypeDescriptor.getBuiltInDataTypeDescriptor( Types.INTEGER));","setType(DataTypeDescriptor.getBuiltInDataTypeDescriptor( Types.INTEGER));",826,826,0
"4132","762.txt","Range<RowPosition> range = Util.range("""", """");","Range range = new Range(p.getMinimumToken(), p.getMinimumToken());","RowMutation rm = new RowMutation(""Keyspace1"", key);",263,76,1
