"","File","Query","SolutionStr","MySolutionStr"
"856","7714.txt","IFile sourceResource = (IFile)source.getResource();","IFile sourceResource = (IFile)(source.isWorkingCopy() ? source.getOriginalElement() : source).getResource();","IResource resource = element.getResource();"
"857","7723.txt","return getKey(this, true/*with access flags*/, forceOpen);","return getKey(this, org.eclipse.jdt.internal.compiler.lookup.Binding.USE_ACCESS_FLAGS_IN_BINDING_KEY/*with access flags*/, forceOpen);","return new String(ClassFile.translatedName(info.getTypeName()));"
"858","7737.txt","private short dclass;","short dclass;","private Thread cleaner;"
"859","7753.txt","return """"/*nonNLS*/;","return """"; //$NON-NLS-1$","return null;"
"860","7765.txt","ProjectManager.getManager().getCurrentProject().getRoot();","ProjectManager.getManager().getCurrentProject().getModel();","ProjectManager.getManager().getCurrentProject().getModel();"
"861","7781.txt","} catch(Throwable e) { // MS-Java throws com.ms.security.SecurityExceptionEx","} catch(SecurityException e) {","}"
"862","7785.txt","setVisible(true);","show();","complete(true);"
"863","7795.txt","import org.eclipse.jdt.internal.compiler.util.SimpleSet;","import org.eclipse.jdt.internal.core.util.*;","import org.eclipse.jdt.internal.compiler.util.HashtableOfObject;"
"864","780.txt","this.pkgName = key; // decode into the pkg name, see matchesDecodedKey()","this.pkgName = key; // decode into the pkg name, see matchesDecodedPattern()","this.pkgName = null;"
"865","781.txt","public final static String SELECTED_BROWSER = ""selected_browser"";","public final static String USE_SYSTEM_DEFAULT_BROWSER = ""use_system_default_browser"";","public final static String SORTED_BOOL = ""sorted"";"
"866","7810.txt","String fileName = new String(binaryType.getFileName()); // file name is used to recreate the Java element, so it has to be the .class file name","String fileName = type.sourceFileName(binaryType);","// (if it is a working copy, the source can change between the parse and the AST convertion)"
"867","7812.txt","if (rcode == Rcode.NXDOMAIN || soa != null || ns == null)","if (soa != null || ns == null) {","if (rcode == Rcode.NXDOMAIN)"
"868","7816.txt","if (pane != null && pane.getControl() != null) {","if (pane != null) {","if (pane != null && pane.getControl() != null)"
"869","7819.txt","this.bindingTables.bindingKeysToBindings.put(key, typeBinding);","this.bindingKeysToAstNodes.put(key, type);","this.bindingTables.bindingKeysToBindings.put(key, methodBinding);"
"870","7820.txt","oldFlags.setRecent(false);","oldFlags.setRecent(true);","oldFlags.setSeen(false);"
"871","7823.txt","if ((this == DeadEnd) || (this.isFakeReachable))","if (this == DeadEnd)","if (this == DeadEnd)"
"872","7846.txt","return CharOperation.NO_STRINGS;","return new String[0];","return CharOperation.NO_CHAR_CHAR;"
"873","7848.txt","if (!(binding instanceof TypeBinding)) {","if (binding instanceof ProblemReferenceBinding) {","if (binding instanceof ProblemBinding) {"
"874","7868.txt","attribute = Attribute.getNewInstance();","attribute = new Attribute();","attribute = Attribute.getInstance(new NumberKey(attId));"
"875","7885.txt","Display.getDefault().sleep();","Thread.yield();","configureStatusDialog(statusDialogManager);"
"876","7894.txt","if (variablePath == JavaModelManager.CP_ENTRY_IGNORE_PATH)","if (JavaModelManager.CP_ENTRY_IGNORE.equals(variablePath.toString()))","if (variablePath == JavaModelManager.VARIABLE_INITIALIZATION_IN_PROGRESS){"
"877","79.txt","return nodeSet.addMatch(node, this.pattern.mustResolve ? POSSIBLE_MATCH : ACCURATE_MATCH);","return nodeSet.addMatch(node, ((InternalSearchPattern)this.pattern).mustResolve ? POSSIBLE_MATCH : ACCURATE_MATCH);","return nodeSet.addMatch(node, POSSIBLE_MATCH);"
"878","7906.txt","return CharOperation.NO_CHAR;","return new char[0];","return parser;"
"879","7914.txt","true;","false;","return;"
"880","7931.txt","return convert(expression.anonymousType);","return convert((AnonymousLocalTypeDeclaration) expression.anonymousType);","return convert((CompoundAssignment) expression);"
"881","7946.txt","}","};","};"
"882","7948.txt","return Geometry.toDisplay(control.getParent(), bounds);","return bounds;","return Geometry.toControl(control, DragUtil.getDisplayBounds(content));"
"883","7954.txt","buf.append(""\n\t- report missing annotation: "").append(reportMissingAnnotation ? ""ENABLED"" : ""DISABLED""); //$NON-NLS-1$ //$NON-NLS-2$ //$NON-NLS-3$","buf.append(""\n\t- report missing annotation: "").append(reportMissingAnnotation ? ""ENABLED"" : ""DISABLED""); //$NON-NLS-1$","buf.append(""\n\t- report deprecation inside deprecated code : "").append(reportDeprecationInsideDeprecatedCode ? ""ENABLED"" : ""DISABLED""); //$NON-NLS-1$ //$NON-NLS-2$ //$NON-NLS-3$"
"884","7962.txt","makeNotation(""UML"", ""1.3"", Argo.lookupIconResource(""UmlNotation""));","makeNotation(""UML"", ""1.3"", null);","makeNotation(""Java"", null, Argo.lookupIconResource(""JavaNotation""));"
"885","7967.txt","} else if (methodInfo.isClinit() || methodInfo.isSynthetic()) {","} else if (methodInfo.isClinit()) {","} else if (methodInfo.isClinit()) {"
"886","7968.txt","Alignment.STRING_CONCATENATION,","Alignment.BINARY_EXPRESSION,","Alignment.EXPLICIT_CONSTRUCTOR_CALL,"
"887","797.txt","Binding declaringElement = typeVariableBinding.isCapture() ? ((CaptureBinding) typeVariableBinding).sourceType : typeVariableBinding.declaringElement;","Binding declaringElement = typeVariableBinding.declaringElement;","Binding declaringElement = ((TypeVariableBinding) referenceBinding).declaringElement;"
"888","7977.txt","catch (Exception e) {","catch (FileNotFoundException e) {","catch (NumberFormatException e) {"
"889","798.txt","if ( e.getButton() == MouseEvent.BUTTON1 ) treeController.selectFolder();","treeController.selectFolder();","if ( e.getClickCount() == 1 )"
"890","7990.txt","return Status.OK_STATUS;","return new Status(IStatus.OK, PlatformUI.PLUGIN_ID, 0, """", null); //$NON-NLS-1$","return SWT.TOP;"
"891","7996.txt","replaceChild(this.qualifier, qualifier, true);","replaceChild((ASTNode) this.qualifier, (ASTNode) qualifier, true);","replaceChild(this.name, name, false);"
"892","8000.txt","unitResult.record(problem, context); // TODO (jerome) clients are trapping problems either through factory or requestor... is result storing needed?","unitResult.record(problem, context); // TODO: (jerome) clients are trapping problems either through factory or requestor... is result storing needed?","boolean deprecated = (currentModifiers & AccDeprecated) != 0; // remember deprecation so as to not lose it below"
"893","8002.txt","TraceCarol.error(""ProtocolCurrent() Exception"", e);","e.printStackTrace();","TraceCarol.debugCarol(""ProtocolCurrent.ProtocolCurrent()"");"
"894","8004.txt","if (org.eclipse.jdt.internal.compiler.util.Util.isArchiveFileName(resolvedResource.getName())) {","if (Util.isArchiveFileName(resolvedResource.getName())) {","new org.eclipse.jdt.internal.compiler.util.Util.Displayable(){"
"895","8013.txt","addField(new UMLComboBoxNavigator(this,""NavStereo"",stereotypeBox),1,0,0);","addField(stereotypeBox,1,0,0);","addField(new UMLTextField(this,new UMLTextProperty(mclass,""name"",""getName"",""setName"")),0,0,0);"
"896","803.txt","return null;","return IWorkbenchConstants.DEFAULT_ACCELERATOR_SCOPE_ID;","return pluginID;"
"897","8040.txt","if (typeBinding instanceof BinaryTypeBinding) {","if (isBinary) {","if (typeBinding instanceof ArrayBinding) {"
"898","8041.txt","return Signature.createMethodSignature(fParameterTypes, Signature.createTypeSignature(info.getReturnTypeName(), false));","return info.getSignature();","return Signature.createTypeSignature(info.getReturnTypeName(), false);"
"899","8044.txt","configurator.doConfigure(element,  LogManager.getLoggerRepository());","configurator.parse(element);","new DOMConfigurator().doConfigure(url, LogManager.getLoggerRepository());"
"900","8052.txt","info.setChildren(new IJavaElement[] {type});","info.addChild(type);","info.setChildren(new IJavaElement[] {});"
"901","8065.txt","Record","private Record","Record() {}"
"902","8067.txt","rightInfo.setReachMode(mode); // reset after falseInfo got extracted","rightInfo.setReachMode(mode); // reset after trueInfo got extracted","falseInfo.setReachMode(rightInfo.reachMode()); // so merge works fine"
"903","8072.txt","int NonStaticTypeFromStaticInvocation = Internal + 522;","int TypeVariableReferenceFromStaticContext = Internal + 522;","int NonStaticFieldFromStaticInvocation = FieldRelated + 74;"
"904","8089.txt","addField(Argo.localize(""UMLMenu"", ""label.namespace-visibility""), getNamespaceVisibilityPanel());","// addField(Argo.localize(""UMLMenu"", ""label.namespace-visibility""), namespaceVisibilitypanel);","addField(Argo.localize(""UMLMenu"", ""label.namespace""), getNamespaceComboBox());"
"905","8106.txt","static final int TableSize = 30, InternalTableSize = 6; //30*6 =210 entries","static final int TableSize = 30, InternalTableSize = 6; //40*7 =280 entries","0,"
"906","8122.txt","return part.isCloseable();","return true;","return activeState;"
"907","8136.txt","return null;","return Boolean.FALSE;","return;"
"908","8147.txt","c.insets = new Insets(2, 2, 2, 2);","//c.insets = new Insets(1, 2, 1, 2);","c.insets = new Insets(0, 0, 0, 0);"
"909","815.txt","} else if (node instanceof org.eclipse.jdt.internal.compiler.ast.TypeDeclaration) {","} else {","((org.eclipse.jdt.internal.compiler.ast.TypeDeclaration)node).parseMethods(this.parser, unit);"
"910","8154.txt","return """"; //$NON-NLS-1$","return """"/*nonNLS*/;","return 0;"
"911","8157.txt","this.classFile.referenceBinding.scope.problemReporter().noMoreAvailableSpaceForConstant(this.classFile.referenceBinding.scope.referenceType());","return -1;","this.classFile.referenceBinding.scope.problemReporter().noMoreAvailableSpaceInConstantPool(this.classFile.referenceBinding.scope.referenceType());"
"912","8178.txt","int MAJOR_VERSION_1_5 = 49;","int MAJOR_VERSION_1_5 = 49; // TODO : (olivier) 1.5. major version value need to be confirmed","int MAJOR_VERSION_1_2 = 46;"
"913","8189.txt","switch (((InternalSearchPattern)pattern).kind) {","switch (pattern.kind) {","switch (this.matchMode) {"
"914","8203.txt","typeBinding = nameRef.actualReceiverType;","typeBinding = ((FieldBinding)binding).declaringClass;","typeBinding = null;"
"915","8207.txt","public boolean isConsistent() {","public boolean isConsistent() throws JavaModelException {","public boolean isOpen() {"
"916","8210.txt","tabItem.setFont(null);","tabItem.setFont(registry.get(IWorkbenchThemeConstants.TAB_TEXT_FONT));","tabItem.setToolTipText(toolTipText);"
"917","8215.txt","public void setStereotype(Vector x) throws PropertyVetoException;","public void setStereotype(Vector x);","public void setElementReference(Vector x) throws PropertyVetoException;"
"918","8219.txt","static {","{","Instantiate location information based on a Throwable. We"
"919","823.txt","if (typeName == null)","if (typeName == null || typeName.length == 0)","if (types != null) {"
"920","8239.txt","System.out.println(""UPDATING Model with Delta: [""+Thread.currentThread()+"":"" + delta + ""]:"");//$NON-NLS-1$//$NON-NLS-2$ //$NON-NLS-3$","System.out.println(""UPDATING Model with Delta: [""+Thread.currentThread()+"":"" + delta + ""]:"");//$NON-NLS-1$//$NON-NLS-2$","this.traverseDelta(childDelta, root, project);"
"921","8259.txt","if (invocationType == methodBinding.declaringClass) return true;","if (invocationType == methodBinding.declaringClass && invocationType == receiverType) return true;","if (invocationType == fieldBinding.declaringClass) return true;"
"922","8277.txt","if (this.pattern.parameterSimpleNames != null && !this.pattern.varargs) {","if (this.pattern.parameterSimpleNames != null) {","if (this.pattern.parameterSimpleNames != null) {"
"923","8281.txt","sb.append(""\t; expire\n\t\t\t\t\t"");","sb.append(""\t; refresh\n\t\t\t\t\t"");","sb.append(""\t; serial\n\t\t\t\t\t"");"
"924","8284.txt","if ((methodBinding.declaringClass.modifiers & AccInterface) != 0) {","if (methodBinding.declaringClass.isInterface() || methodBinding.declaringClass.isAnnotationType()) {","if (methodBinding.declaringClass.isFinal())"
"925","8288.txt","import org.apache.tomcat.util.log.*;","import org.apache.tomcat.logging.*;","import org.apache.tomcat.util.*;"
"926","829.txt","""create"",","""init"",","""start"","
"927","8292.txt","fileName = CharOperation.replaceOnCopy(fileName, '/', '\\'); // ensure to not do any side effect on file name (see https://bugs.eclipse.org/bugs/show_bug.cgi?id=136016)","CharOperation.replace(fileName, '/', '\\');","fileName = CharOperation.lastSegment(fileName, '\\');"
"928","8294.txt","return """"; //$NON-NLS-1$","return """"/*nonNLS*/;","return 0;"
"929","8298.txt","options.put(CompilerOptions.OPTION_Compliance, CompilerOptions.VERSION_1_4);","options.put(CompilerOptions.OPTION_Compliance, CompilerOptions.VERSION_1_3);","options.put(CompilerOptions.OPTION_Compliance, CompilerOptions.VERSION_1_3);"
"930","8306.txt","if (initializationType.needsUncheckedConversion(variableType)) {","if (initializationType.isRawType() && (variableType.isBoundParameterizedType() || variableType.isGenericType())) {","if (initializationType != null) {"
"931","8319.txt","if( ctx.getDebug() > 0 ) log( ""ACCESS: checking "" + path );","log( ""ACCESS: checking "" + path );","if( ctx.getDebug() > 0 ) log( ""ACCESS: Adding "" + ctx.getHost() + "" "" + ctx.getPath() + "" "" + ct.getPath() );"
"932","8327.txt","if (!this.binding.isUsed() && this.binding.isOrEnclosedByPrivateType()) {","if ((this.binding.isPrivate() || (this.binding.tagBits & (TagBits.IsAnonymousType|TagBits.IsLocalType)) == TagBits.IsLocalType) && !this.binding.isUsed()) {","if (this.binding.isEnum() && !this.binding.isAnonymousType()) {"
"933","8336.txt","rawArguments[i] =  environment.convertToRawType(originalVariables[i].upperBound());","rawArguments[i] =  environment.convertToRawType(originalVariables[i].erasure());","rawArguments[i] =  environment.convertToRawType(originalVariables[i].erasure());"
"934","8338.txt","if(type != null && !type.exists()) {","if(!type.exists()) {","if(type == null) {"
"935","8358.txt","return this.value;","return (double) value;","return (short) value;"
"936","8365.txt","visitor.visit(this);","boolean visitChildren = visitor.visit(this);","visitor.endVisit(this);"
"937","8376.txt","if (pathInfo == null) // pathInfo can't be """" ( spec )","if ((pathInfo == null) || (pathInfo.length() < 1))","if (pathInfo == null) {"
"938","8396.txt","int sigLength = arrayCount + 1 + length + 1; // for example '[[[Ljava.lang.String;'","int sigLength = arrayCount + 1 + length + 1; // e.g. '[[[Ljava.lang.String;'","int start;"
"939","8401.txt","presentation = factory.createStandaloneViewPresentation(parent, site, false);","presentation = factory.createStandaloneViewPresentation(parent, site, true);","presentation = factory.createStandaloneViewPresentation(parent, site, true);"
"940","8410.txt","for (int i = memberTypes.length; --i >= 0;)","for (int i = memberTypes.length; --i >= 0;)//TODO: (kent) should iterate in syntactical order","for (int i = methods.length; --i >= 0;)"
"941","8413.txt","Method exportO = unicastClass.getMethod(""toStub"",  new Class [] { Remote.class });","Method exportO = unicastClass.getMethod(""exportObject"",  new Class [] { Remote.class });","Method exportO = unicastClass.getMethod(""exportObject"",  new Class [] { Remote.class });"
"942","8419.txt","if (activeWorkbenchWindow != null && !(activeWorkbenchWindow instanceof WorkbenchWindow))","if (!(activeWorkbenchWindow instanceof WorkbenchWindow))","if (activeWorkbenchWindow != this.activeWorkbenchWindow) {"
"943","8429.txt","expandImage.setText(""+"");//$NON-NLS-1$","expandImage.setText(""+"");","expandImage.setFont(titleFont);"
"944","8435.txt","continue next;","break next;","return existingMethod;"
"945","8437.txt","return null;","return this.focusType;","return;"
"946","8438.txt","if (exceptionType.isBoundParameterizedType()) {","if (exceptionType.isGenericType() || exceptionType.isBoundParameterizedType()) {","if (exceptionType.isTypeVariable()) {"
"947","8455.txt","gutterHighlight.getSelectedColor());","gutterCurrentLineHighlight.getSelectedColor());","gutterBracketHighlight.getSelectedColor());"
"948","8456.txt","return true; // TODO return false once commands extension point is complete","return false;","return true;"
"949","8459.txt","""org.apache.tomcat.core.ContextInterceptor"") );","""org.apache.tomcat.core.ServerConnector"") );","""org.apache.tomcat.core.ContextInterceptor""));"
"950","8475.txt","} else if ((!(o instanceof Remote)) && (o instanceof Reference)) {","} if ((!(o instanceof Remote)) && (o instanceof Reference)) {","} else if ((!(o instanceof Remote)) && (o instanceof Serializable)) {"
"951","8481.txt","issueType = new IssueType();","e.printStackTrace();","IssueType it = getCurrentIssueType();"
"952","849.txt","FontDefinition [] fontDefs = (FontDefinition []) fonts.toArray(new FontDefinition [fonts.size()]);","FontDefinition [] fontDefs = (FontDefinition []) fonts.toArray(new ColorDefinition [fonts.size()]);","FontDefinition [] fontDefs = (FontDefinition []) fonts.toArray(new ColorDefinition [fonts.size()]);"
"953","8521.txt","Object me = pb.getDetailsTarget();","MModelElement me = (MModelElement)pb.getDetailsTarget();","//Object target = pb.getDetailsTarget();"
"954","853.txt","null, null, ""menu_edit_selectall_tooltip""));","null, null, ""menu_edit_selectall""));","null, null, ""menu_edit_selectall""));"
"955","8564.txt","sb.append(""\t; expire\n\t\t\t\t\t"");","sb.append(""\t; refresh\n\t\t\t\t\t"");","sb.append(""\t; serial\n\t\t\t\t\t"");"
"956","857.txt","public synchronized void disable() {","public void disable() {","public synchronized void enable() {"
"957","8570.txt","public static final String ATT_KEY = ""key""; //$NON-NLS-1$","public static final String ATT_KEYS = ""keys""; //$NON-NLS-1$","public static final String ATT_ID = ""id""; //$NON-NLS-1$"
"958","8597.txt","sb.append(expire);","sb.append(refresh);","sb.append(serial);"
"959","8600.txt","flags,","flags | IJavaElementDelta.F_REMOVED_FROM_CLASSPATH, // TEMPORARY: Need to signal a F_REMOVED_FROM_CLASSPATH so that UI updates correctly","false,"
"960","8606.txt","return JavaModelManager.getUserLibraryManager().getUserLibraryNames();","return UserLibraryManager.getUserLibraryNames();","return JavaModelManager.getJavaModelManager().variableNames();"
"961","8611.txt","return Modifier.NONE;","return -1;","return false;"
"962","8613.txt","CompilationUnit copy = (CompilationUnit)getCompilationUnit();","WorkingCopy copy = (WorkingCopy)getCompilationUnit();","ICompilationUnit cu = getCompilationUnit();"
"963","8618.txt","return false; // should have passed equivalence check above if wildcard","return ((WildcardBinding) otherReferenceType).boundCheck(this);","return false;"
"964","8623.txt","""compile.severalProblemsErrorsAndWarnings"", //$NON-NLS-1$","""compile.severalProblemsErrorsOrWarnings"", //$NON-NLS-1$","""compile.severalProblemsErrorsOrWarnings"", //$NON-NLS-1$"
"965","8638.txt","} else {","} else if (ns != null) {","else"
"966","8652.txt","if (argumentType.needsUncheckedConversion(parameterType)) {","if (argumentType != parameterType && argumentType.isRawType() && parameterType.isBoundParameterizedType()) {","if ((argumentTypes[i] = argument.resolveType(scope)) == null) {"
"967","8656.txt","boolean validKeySequence = keySequence != null && Manager.validateSequence(keySequence);","boolean validKeySequence = keySequence != null && !keySequence.getStrokes().isEmpty();","boolean validKeySequence = keySequence != null && !keySequence.getStrokes().isEmpty();"
"968","8657.txt","this.parser.getMethodBodies(unit);","getMethodBodies(unit, 0);","this.handleInternalException(e, unit);"
"969","8687.txt","import org.eclipse.jdt.internal.core.index.*;","import org.eclipse.jdt.internal.core.index.Index;","import org.eclipse.jdt.internal.core.index.impl.*;"
"970","8688.txt","if (!getInstance().getAllowExit()) {","if (! _allowExit) {","if(""write"".equals(pp.getActions())) {"
"971","869.txt","toStringName(buffer);","buffer.append(getElementName());","buffer.append(this.tabString(tab));"
"972","8694.txt","public short","public int","public"
"973","8703.txt","getShell().setVisible(true);","getShell().open();","getShell().setText(title);"
"974","8715.txt","this(PREFERENCESEXPORTPAGE1);","this(PREFERENCESEXPORTPAGE1);//$NON-NLS-1$","super(name);"
"975","8724.txt","manager.deltaProcessor.flush();","manager.flush();","return defaultClasspath();"
"976","8744.txt","((TypeNameMatchRequestorWrapper)nameRequestor).requestor.acceptTypeNameMatch(new TypeNameMatch(type, type.getFlags()));","((TypeNameMatchRequestorWrapper)nameRequestor).requestor.acceptTypeNameMatch(new TypeNameMatch(type));","((TypeNameMatchRequestorWrapper)nameRequestor).requestor.acceptTypeNameMatch(new TypeNameMatch(type, 0));"
"977","8747.txt","private IPackageFragment findPackageFragment0(IPath path)","public IPackageFragment findPackageFragment0(IPath path)","public IPackageFragmentRoot findPackageFragmentRoot0(IPath path)"
"978","876.txt","CompilerOptions.OPTION_ReportEmptyStatement,","CompilerOptions.OPTION_ReportSuperfluousSemicolon,","CompilerOptions.OPTION_ReportDeprecation,"
"979","8769.txt","if (environment.options.reportDeprecationWhenOverridingDeprecatedMethod && inheritedMethod.isViewedAsDeprecated()) {","if (inheritedMethod.isViewedAsDeprecated()) {","if (!currentMethod.isViewedAsDeprecated() || environment.options.reportDeprecationInsideDeprecatedCode) {"
"980","8778.txt","List getContextBindings();","List getActivityBindings();","List getImageBindings();"
"981","8783.txt","return """"; //$NON-NLS-1$","return """"/*nonNLS*/;","return i;"
"982","8789.txt","false, // no access rules to combine","false, // no access restrictions to combine","false,"
"983","8796.txt","|| accessBinding.accessType == SyntheticAccessMethodBinding.SuperMethodAccess){","|| (methodBinding.declaringClass != methodDeclaration.binding.declaringClass)){","public void generateSyntheticBodyForConstructorAccess(SyntheticAccessMethodBinding accessBinding) {"
"984","8802.txt","TypeDeclaration annotationTypeDeclaration = new TypeDeclaration(this.compilationUnit.compilationResult);","AnnotationTypeDeclaration annotationTypeDeclaration = new AnnotationTypeDeclaration(this.compilationUnit.compilationResult);","TypeDeclaration enumDeclaration = new TypeDeclaration(this.compilationUnit.compilationResult);"
"985","8831.txt","sbuf.append(event.getRenderedMessage());","sbuf.append(event.message);","sbuf.append(event.getThreadName());"
"986","8835.txt","((includesLineComments && !this.formatter.preferences.comment_format_line_comment_starting_on_first_column) ||","(!this.formatter.preferences.comment_format_line_comment_starting_on_first_column ||","if (!isNlsTag && includesLineComments && (!onFirstColumn || this.formatter.preferences.comment_format_line_comment_starting_on_first_column)) {"
"987","8864.txt","fixJDKContextClassLoader(req.getContext());","fixJDKContextClassLoader(ctx);","fixJDKContextClassLoader(request.getContext());"
"988","8865.txt","return """"/*nonNLS*/;","return """"; //$NON-NLS-1$","return name;"
"989","8867.txt","} else if ((rawQualified || qualifiedType.isParameterizedType()) && qualifiedType.erasure() == currentType.enclosingType().erasure()) {","} else if (rawQualified || qualifiedType.isParameterizedType()) {","} else if ((rawQualified = qualifiedType.isRawType()) && !currentType.isStatic()) {"
"990","8871.txt","restoreView(this);","IStatus status = restoreView(this);","destroyView(desc, view);"
"991","8894.txt","dummy=readString(ajpin, null);","String servletName = readString(ajpin, null);","dummy = readString(ajpin, null);"
"992","8899.txt","this.scanner.eofPosition = this.codeSnippetEnd < Integer.MAX_VALUE ? this.codeSnippetEnd + 1 : this.codeSnippetEnd; // stop after expression","this.scanner.eofPosition = this.codeSnippetEnd + 1; // stop after expression","this.scanner.eofPosition = this.codeSnippetEnd + 1; // stop after expression"
"993","8902.txt","public void init()","protected void init()","public void addNotify()"
"994","8908.txt","if (isReadOnly()) {","if (isReadOnly() || this.getResource().isReadOnly()) {","if (isReadOnly() || !isOpen()) {"
"995","8918.txt","this(-1);","this(Header.randomID());","this();"
"996","8928.txt","return homeMethods[i];","return methods[i];","return methods[i];"
"997","8937.txt","throw new IllegalArgumentException(Util.bind(""convention.unit.notJavaName""/*nonNLS*/));","throw new IllegalArgumentException(Util.bind(""element.invalidUnitName""/*nonNLS*/));","throw new IllegalArgumentException(Util.bind(""operation.nullContainer""/*nonNLS*/));"
"998","8940.txt","this(new Header());","this(Header.randomID());","this(new Header(id));"
"999","8951.txt","assertEquals(expected, ""string2"");","assertEquals(expected, ""string"");","assertEquals(expected, ""string"");"
"1000","8967.txt","if (isConditionOptimizedTrue) {","if (isConditionTrue) {","if (isConditionOptimizedFalse){"
"1001","9006.txt","int reconcileFlags;","boolean statementsRecovery;","int astLevel;"
"1002","9010.txt",".restart((FolderCommandReference)getReferences()[0]);",".restart(folder, uid);","("
"1003","9021.txt","if (JavaModelManager.CP_RESOLVE_VERBOSE || JavaModelManager.CP_RESOLVE_VERBOSE_FAILURE)","if (JavaModelManager.CP_RESOLVE_VERBOSE)","if (JavaModelManager.CP_RESOLVE_VERBOSE)"
"1004","9025.txt","null, null, ""menu_edit_delete_tooltip""));","null, null, ""menu_edit_delete""));","null, null, ""menu_edit_delete""));"
"1005","9027.txt","addPage(workingSetEditPage);","workingSetEditPage.setWizard(this);","workingSet.setId(editPageId);"
"1006","9030.txt","public void","void","static void"
"1007","9058.txt","throw new AbortMethod(CodeStream.RESTART_IN_WIDE_MODE);","throw new AbortMethod(null); // no compilation unit means wide code gen issue.","throw new AbortMethod(null);"
"1008","9061.txt","getIssueType(), Boolean.FALSE);","getIssueType(), new Boolean(false));","getIssueTypeId());"
"1009","9066.txt","codeStream.generateBoxingConversion(this.expression.resolvedType.id);","((CodeSnippetCodeStream)codeStream).generateObjectWrapperForType(this.expression.resolvedType);","codeStream.generateClassLiteralAccessForType(this.expression.resolvedType, null);"
"1010","9069.txt","setText(subject);","setText(""test"");//subject);","setText(labelStr);"
"1011","9074.txt","} catch (Exception ex) {","} catch (UnsupportedCharsetException ex) {","} catch (Exception e) {"
"1012","9087.txt","public boolean isStructureKnown() {","public boolean isStructureKnown() throws JavaModelException {","public boolean isOpen() {"
"1013","9092.txt","start = typeRef.getStartPosition();","methodRef.setSourceRange(typeRef.getStartPosition(), end-typeRef.getStartPosition()+1);","int argStart = node.getStartPosition();"
"1014","9093.txt","if (expressionType.needsUncheckedConversion(methodType)) {","if (expressionType.isRawType() && (methodType.isBoundParameterizedType() || methodType.isGenericType())) {","if (expressionType.isCompatibleWith(methodType)) {"
"1015","9097.txt","break;","return null;","boolean ok = false;"
"1016","9108.txt","if (this.type != null) type.traverse(visitor, scope);","type.traverse(visitor, scope);","this.typeArguments[i].traverse(visitor, scope);"
"1017","9111.txt","sbuf.append(""<LINK REL=StyleSheet HREF=\""http://logging.apache.org/log4j/docs/css/default0.css\"" TITLE=\""Basic\"">"");","sbuf.append(""<LINK REL=StyleSheet HREF=\""http://logging.apache.org/log4j/docs/css/default0.css\"" TITLE=\""Basic\""/>"");","sbuf.append("" \""http://www.w3.org/TR/html4/loose.dtd\"">"");"
"1018","9116.txt","this.expressionType = BooleanBinding;","this.typeBinding = BooleanBinding;","this.expression = expression;"
"1019","9120.txt","output.append('<');","output.append('<');//$NON-NLS-1$","output.append('>');"
"1020","9131.txt","IMarker.USER_EDITABLE,","""userEditable"", //$NON-NLS-1$ //TODO: (philippe) replace with once available: IMarker.USER_EDITABLE,","IMarker.SEVERITY,"
"1021","9141.txt","rightIndex = source.lastIndexOf("")"");","rightIndex = source.length() - 2;","rightIndex = source.lastIndexOf(""UID"") - 1;"
"1022","9146.txt","} else if (innerClass.isMemberType() && innerClass.isInterface()) {","} else if (innerClass.isMemberType() && (innerClass.isInterface() || innerClass.isAnnotationType())) {","} else if (innerClass.isLocalType() && !innerClass.isMemberType()) {"
"1023","9152.txt","public void","void","static void"
"1024","9156.txt","rec.strings.add(nextString(st));","rec.strings.add(st.nextToken());","rec.strings.add(new String(b));"
"1025","9192.txt","if (!getWorkbenchConfigurer().getSaveAndRestore()) {","if (!getPreferenceStore().getBoolean(IWorkbenchPreferences.SHOULD_SAVE_WORKBENCH_STATE)) {","if (getWorkbenchConfigurer().getSaveAndRestore()) {"
"1026","9235.txt","return ProgressManagerUtil.EMPTY_OBJECT_ARRAY;","return new Object[0];","return ProgressMessages.SubTaskInfo_UndefinedTaskName;"
"1027","9236.txt","public void requestActivation() {","protected void requestActivation() {","public void testInvariants() {"
"1028","9238.txt","flags.setDeleted(true);","flags.setExpunged(true);","flags.setRecent(true);"
"1029","9268.txt","// ignore","e.printStackTrace();","toString(0, buffer);"
"1030","9273.txt","throw new SelectionNodeFound(binding);","throw new SelectionNodeFound(this, binding);","throw new SelectionNodeFound();"
"1031","9289.txt","}","};","};"
"1032","9297.txt","public void setContextManager( ContextManager cm ) {","public final void setContextManager( ContextManager cm ) {","public void setContext( Context ctx ) {"
"1033","930.txt","this.referenceContext = compUnitDecl;","if (compUnitDecl != null) this.referenceContext = compUnitDecl;","this.referenceContext = null;"
"1034","9301.txt","// using default english language, shipped with Columba","LOG.severe(""No language pack found for "" + Locale.getDefault().toString());","Should this fail too, the sID string will be returned."
"1035","9302.txt","currentType = currentType.superclass();","currentType = notInJavadoc ? currentType.superclass() : null;","currentType = receiverType.superclass();"
"1036","9303.txt","""columba.accountuid""","""account.uid""","""columba.spam"""
"1037","9319.txt","public int complianceLevel = JDK1_3; // by default be compliant with 1.3","public int complianceLevel = JDK1_3; // by default produce be compliant with 1.3","public int targetJDK = JDK1_1; // default generates for JVM1.1"
