"","File","Query","SolutionStr","MySolutionStr","SolutionLine","MySolutionLine","Loss"
"8481","7669.txt","int compResult = event.getLoggerName().compareTo(rightSide);","int compResult = rightSide.compareTo(event.getLoggerName());","int compResult = rightSide.compareTo(event.getLoggerName());",63,63,0
"8482","767.txt","String str = ""ExtendedStringLiteral{""/*nonNLS*/+ new String(source) +""}""/*nonNLS*/;","String str = ""ExtendedStringLiteral{""+ new String(source) +""}"";","String str = ""ExtendedStringLiteral{""+ new String(source) +""}"";",49,49,0
"8483","7670.txt","test= (Test)suiteMethod.invoke(null, (Object[])new Class[0]); // static method","test= (Test)suiteMethod.invoke(null, new Class[0]); // static method","test= (Test)suiteMethod.invoke(null, new Class[0]); // static method",126,126,0
"8484","7671.txt","String folderLocation = sourceFolders[j].getLocation().addTrailingSeparator().toString();","String folderLocation = sourceFolders[j].getLocation().toString() + '/';","String folderLocation = sourceFolders[j].getLocation().toString() + '/';",232,232,0
"8485","7672.txt","Boolean.valueOf(false),","new Boolean(false),","new Boolean(false),",405,405,0
"8486","7673.txt","loader.addRepository( new File(f, jarfile ));","loader.addRepository( new File( base + ""/WEB-INF/lib/"" +jarfile ));","loader.addRepository( dir );",176,166,0.999999995877693
"8487","7674.txt","import org.columba.core.gui.frame.FrameController;","import org.columba.core.gui.FrameController;","import org.columba.core.gui.FrameController;",15,15,0
"8488","7675.txt","import org.eclipse.ui.commands.ICommandRegistry;","import org.eclipse.ui.commands.registry.ICommandRegistry;","import org.eclipse.ui.commands.registry.ICommandRegistry;",16,16,0
"8489","7676.txt","arguments[i] = inheritedTypeVariables[i].upperBound();","arguments[i] = inheritedTypeVariables[i].erasure();","arguments[i] = inheritedTypeVariables[i].erasure();",328,328,0
"8490","7677.txt","public interface GraphPortHooks extends java.io.Serializable {","public interface GraphPortHooks {","public interface GraphPortHooks {",38,38,0
"8491","7678.txt","public final static String PERSPECTIVES = ""perspectives""; //$NON-NLS-1$","public final static String PERSPECTIVES = ""perspectives"";","public final static String PERSPECTIVES = ""perspectives"";",54,54,0
"8492","7679.txt","return ScarabUserManager.getInstance(username, getIssue().getModule().getDomain());","return ScarabUserManager.getInstance(username, getIssue().getIdDomain());","return ScarabUserManager.getInstance(username, getIssue().getIdDomain());",510,510,0
"8493","768.txt","//		scope.computeLocalVariablePositions(0, codeStream); // TODO: should not be necessary","scope.computeLocalVariablePositions(0, codeStream); // should not be necessary","scope.computeLocalVariablePositions(0, codeStream); // should not be necessary",150,150,0
"8494","7680.txt","ControlPanel(final MyTableModel aModel) {","ControlPanel(MyTableModel aModel) {","ControlPanel(MyTableModel aModel) {",39,39,0
"8495","7681.txt","new NewWizardDropDownAction(window, newWizardAction);","new NewWizardDropDownAction(workbench, newWizardAction);","new NewWizardDropDownAction(workbench, newWizardAction);",655,655,0
"8496","7682.txt","if (isFieldUseDeprecated(binding, scope, (this.bits & IsStrictlyAssignedMASK) !=0))","if (isFieldUseDeprecated(binding, scope))","if (isFieldUseDeprecated(binding, scope))",497,497,0
"8497","7683.txt",".getCommand(IWorkbenchCommandConstants.WINDOW_SHOW_KEY_ASSIST);",".getCommand(IWorkbenchCommandConstants.WINDOW_SHOWKEYASSIST);",".getCommand(IWorkbenchCommandConstants.WINDOW_SHOWKEYASSIST);",350,350,0
"8498","7684.txt","ProjectBrowser pb = ProjectBrowser.getInstance();","ProjectBrowser pb = ProjectBrowser.TheInstance;","ProjectBrowser pb = ProjectBrowser.TheInstance;",63,63,0
"8499","7685.txt","if (methDecl.binding.declaringClass.isCompatibleWith(messageSend.actualReceiverType) &&","if (methDecl.binding.declaringClass.isCompatibleWith(messageSend.receiverType) &&","if (methDecl.binding.declaringClass.isCompatibleWith(messageSend.receiverType) &&",136,136,0
"8500","7686.txt","initsOnReturn = initsOnReturn.mergedWith(flowInfo.unconditionalInits());","initsOnReturn.mergedWith(flowInfo.unconditionalInits());","initsOnReturn.mergedWith(flowInfo.unconditionalInits());",56,56,0
"8501","7687.txt","//tableController.saveColumnConfig();","tableController.saveColumnConfig();","tableController.saveColumnConfig();",114,114,0
"8502","7688.txt","return new JavaModelStatus(IJavaModelStatusConstants.INVALID_SIBLING, this.sibling.toString());","return new JavaModelStatus(IJavaModelStatusConstants.INVALID_SIBLING, this.sibling == null ? ""null"" : this.sibling.toString()); //$NON-NLS-1$","return new JavaModelStatus(IJavaModelStatusConstants.INVALID_SIBLING, this.sibling == null ? ""null"" : this.sibling.toString()); //$NON-NLS-1$",247,247,0
"8503","7689.txt","<p>You can add this filter to the end of a filter chain to","<p>You can add this filter to the to the end of a filter chain to","<p>You can add this filter to the to the end of a filter chain to",13,13,0
"8504","769.txt","@see #reThrow( SimpleNode )","@see reThrow()","@see reThrow()",83,83,0
"8505","7690.txt","int length, DataByteInputStream in, Compression c)","int length, CountedDataInputStream in, Compression c)","int length, CountedDataInputStream in, Compression c)",24,24,0
"8506","7691.txt","public static final String[] FILE_TYPES= new String[] {""java""/*nonNLS*/};","public static final String[] FILE_TYPES= new String[] {""java""}; //$NON-NLS-1$","public static final String[] FILE_TYPES= new String[] {""java""}; //$NON-NLS-1$",34,34,0
"8507","7692.txt","Action action = Action.create(Label.create(description, icon, id, name), plugin);","Action action = Action.create(id, name, description, icon, plugin);","Action action = Action.create(id, name, description, icon, plugin);",85,85,0
"8508","7693.txt","return ""FlowInfo<true: ""/*nonNLS*/ + initsWhenTrue.toString() + "", false: ""/*nonNLS*/ + initsWhenFalse.toString() + "">""/*nonNLS*/;","return ""FlowInfo<true: "" + initsWhenTrue.toString() + "", false: "" + initsWhenFalse.toString() + "">""; //$NON-NLS-1$ //$NON-NLS-3$ //$NON-NLS-2$","return ""FlowInfo<true: "" + initsWhenTrue.toString() + "", false: "" + initsWhenFalse.toString() + "">""; //$NON-NLS-1$ //$NON-NLS-3$ //$NON-NLS-2$",117,117,0
"8509","7694.txt","public interface IMoney {","interface IMoney {","interface IMoney {",7,7,0
"8510","7695.txt","scope.referenceCompilationUnit().compilationResult.getProblems();","scope.referenceCompilationUnit().compilationResult.getAllProblems();","scope.referenceCompilationUnit().compilationResult.getAllProblems();",148,148,0
"8511","7696.txt","this.runnable.run(progressMonitor);","this.runnable.run(fMonitor);","this.runnable.run(fMonitor);",34,34,0
"8512","7697.txt","if ( Interpreter.DEBUG ) Interpreter.debug(""lhsUnaryOperation"");","Interpreter.debug(""lhsUnaryOperation"");","Interpreter.debug(""lhsUnaryOperation"");",58,58,0
"8513","7698.txt","IContextBindingDefinition.class);","IActivityBindingDefinition.class);","IActivityBindingDefinition.class);",43,43,0
"8514","7699.txt","protected Appender getConfiguredAppender() {","Appender getConfiguredAppender() {","protected Appender getAppender() {",33,29,0.999329299739067
"8515","77.txt","initsOnBreak = initsOnBreak.mergedWith(flowInfo.unconditionalInits());","initsOnBreak.mergedWith(flowInfo.unconditionalInits());","initsOnBreak.mergedWith(flowInfo.unconditionalInits());",51,51,0
"8516","770.txt","typeBinding = ((ProblemReferenceBinding) typeBinding).closestMatch;","typeBinding = ((ProblemReferenceBinding) typeBinding).original;","typeBinding = ((ProblemReferenceBinding) typeBinding).original;",815,815,0
"8517","7700.txt","public void cleanup() {","public void reset() {","public void done() {",378,207,1
"8518","7701.txt","public static final String version = ""1.0 RC1-test4"";","public static final String version = ""1.0 RC1-test3"";","public static final String version = ""1.0 RC1-test3"";",36,36,0
"8519","7702.txt","protected Log loghelper = Log.getLog(""tc_log"", this);","protected Log loghelper = new Log(""tc_log"", this);","protected Log loghelper = new Log(""tc_log"", this);",303,303,0
"8520","7703.txt","public ActionAddOperation() { super(""button.add-operation""); }","public ActionAddOperation() { super(""Add Operation""); }","public ActionAddOperation() { super(""Add Operation""); }",54,54,0
"8521","7704.txt","import org.columba.core.gui.frame.FrameController;","import org.columba.core.gui.FrameController;","import org.columba.core.gui.FrameController;",19,19,0
"8522","7705.txt","return """"/*nonNLS*/;","return """"; //$NON-NLS-1$","return null;",129,27,1
"8523","7706.txt","return Util.bind(""operation.createTypeProgress""); //$NON-NLS-1$","return Util.bind(""operation.createTypeProgress""/*nonNLS*/);","return Util.bind(""operation.createTypeProgress""/*nonNLS*/);",61,61,0
"8524","7707.txt","ReadWriteMonitor monitor = index.monitor;","ReadWriteMonitor monitor = manager.getMonitorFor(index);","ReadWriteMonitor monitor = manager.getMonitorFor(index);",41,41,0
"8525","7708.txt","dnsSOARecord(dnsName _name, short _dclass, int _ttl, MyStringTokenizer st)","dnsSOARecord(dnsName _name, short _dclass, int _ttl, StringTokenizer st)","dnsSOARecord(dnsName _name, short _dclass, int _ttl, StringTokenizer st)",44,44,0
"8526","7709.txt","ProgressManager.getInstance().addListenerToFamily(family,this);","//ProgressManager.getInstance().addListenerToFamily(family,this);","//ProgressManager.getInstance().addListenerToFamily(family,this);",189,189,0
"8527","771.txt","this.rlength = (short) (16 + alg.length() + signature.length);","this.rlength = (short) (14 + alg.length() + signature.length);","this.rlength = (short) (14 + alg.length() + signature.length);",33,33,0
"8528","7710.txt","import org.columba.mail.gui.table.selection.TableSelectionChangedEvent;","import org.columba.mail.gui.table.TableSelectionChangedEvent;","import org.columba.mail.gui.table.TableSelectionChangedEvent;",20,20,0
"8529","7711.txt","this.tagBits |= TagBits.MemberTypeMask;","this.tagBits |= MemberTypeMask;","this.tagBits |= MemberTypeMask;",18,18,0
"8530","7712.txt","public static final byte VERSION = 0x0014; // changed access rule presentation","public static final byte VERSION = 0x0013; // added timestamps to external jars","public static final byte VERSION = 0x0013; // added timestamps to external jars",46,46,0
"8531","7713.txt","protected void toStringInfo(int tab, StringBuffer buffer, Object info, boolean showResolvedInfo) {","protected void toStringInfo(int tab, StringBuffer buffer, Object info) {","protected void toStringInfo(int tab, StringBuffer buffer, Object info) {",835,835,0
"8532","7714.txt","IFile sourceResource = (IFile)source.getResource();","IFile sourceResource = (IFile)(source.isWorkingCopy() ? source.getOriginalElement() : source).getResource();","IResource resource = element.getResource();",223,604,1
"8533","7715.txt","// process_non_terminal:","process_non_terminal:","process_non_terminal:",2028,2028,0
"8534","7716.txt","setSelectedIndex(Math.min(selectedIndex + 1, getTabCount() - 1));","setSelectedIndex(selectedIndex + 1);","setSelectedIndex(selectedIndex + 1);",122,122,0
"8535","7717.txt","fieldBindings[count++] = new FieldBinding(IncompleteHierarchy, IntBinding, AccPrivate, referenceContext.binding, null);","fieldBindings[count++] = new FieldBinding(IncompleteHierarchy, VoidBinding, AccPrivate, referenceContext.binding, null);","fieldBindings[count++] = new FieldBinding(IncompleteHierarchy, VoidBinding, AccPrivate, referenceContext.binding, null);",135,135,0
"8536","7718.txt","import org.eclipse.ui.internal.presentations.util.ProxyControl;","import org.eclipse.ui.internal.presentations.newapi.ProxyControl;","import org.eclipse.ui.internal.presentations.newapi.ProxyControl;",40,40,0
"8537","7719.txt","menuItem3.setEnabled(stackPresentationSite.isMoveable(null));","menuItem3.setEnabled(true);","menuItem3.setEnabled(true);",67,67,0
"8538","772.txt","if (!checkedType.isReifiable()) {","if (checkedType.isTypeVariable() || checkedType.isBoundParameterizedType() || checkedType.isGenericType()) {","if (checkedType.isTypeVariable() || checkedType.isBoundParameterizedType() || checkedType.isGenericType()) {",84,84,0
"8539","7720.txt","package org.jhotdraw.contrib.html;","package CH.ifa.draw.contrib.html;","package CH.ifa.draw.contrib.html;",11,11,0
"8540","7721.txt","public void jumpToDiagramShowing(VectorSet dms) {","public void jumpToDiagramShowing(Set dms) {","public void jumpToDiagramShowing(Set dms) {",605,605,0
"8541","7722.txt","import org.columba.core.main.MainInterface;","import org.columba.main.MainInterface;","import org.columba.main.MainInterface;",45,45,0
"8542","7723.txt","return getKey(this, true/*with access flags*/, forceOpen);","return getKey(this, org.eclipse.jdt.internal.compiler.lookup.Binding.USE_ACCESS_FLAGS_IN_BINDING_KEY/*with access flags*/, forceOpen);","return new String(ClassFile.translatedName(info.getTypeName()));",63,70,0.999998336943945
"8543","7724.txt","public String getName() { return ""JasonsSmall""; }","public String getName() { return ""Steel""; }","public String getName() { return ""Steel""; }",60,60,0
"8544","7725.txt","new FolderOptionsDialog((Folder) folder, (AbstractMailFrameController) frameMediator);","new FolderOptionsDialog((Folder) folder);","new FolderOptionsDialog((Folder) folder);",72,72,0
"8545","7726.txt","public ImageIcon getIcon() {","public ImageIcon getCollapsedIcon() {","public ImageIcon getCollapsedIcon() {",39,39,0
"8546","7727.txt","codeStream.recordPositionsFrom(0, this.bodyEnd);","codeStream.recordPositionsFrom(0, this.sourceStart);","codeStream.recordPositionsFrom(0, this.sourceStart);",263,263,0
"8547","7728.txt","""Testing JMX RMI-Connector from client to server\n"" +","""Testing JMX Connector from client to server\n"" +","""Testing JMX Connector from client to server\n"" +",60,60,0
"8548","7729.txt","return ""SourceElementTable("" + fPackageTable + "")""; //$NON-NLS-1$ //$NON-NLS-2$","return ""SourceElementTable(""/*nonNLS*/ + fPackageTable + "")""/*nonNLS*/;","return ""SourceElementTable(""/*nonNLS*/ + fPackageTable + "")""/*nonNLS*/;",126,126,0
"8549","773.txt","return nodeSet.addMatch(node, ((InternalSearchPattern)this.pattern).mustResolve ? POSSIBLE_MATCH : ACCURATE_MATCH);","return nodeSet.addMatch(node, this.pattern.mustResolve ? POSSIBLE_MATCH : ACCURATE_MATCH);","return nodeSet.addMatch(node, this.pattern.mustResolve ? POSSIBLE_MATCH : ACCURATE_MATCH);",52,52,0
"8550","7730.txt","package org.eclipse.ui.commands;","package org.eclipse.ui.internal.commands.api;","package org.eclipse.ui.internal.commands.api;",12,12,0
"8551","7731.txt","if ( !(modelObject instanceof MElement) ) return null;","if ( !(modelObject instanceof MElementImpl) ) return null;","if ( !(modelObject instanceof MElementImpl) ) return null;",51,51,0
"8552","7732.txt","this.tagBits |= type.tagBits & (TagBits.HasTypeVariable | TagBits.HasDirectWildcard | TagBits.HasMissingType | TagBits.ContainsNestedTypeReferences);","this.tagBits |= type.tagBits & (TagBits.HasTypeVariable | TagBits.HasDirectWildcard | TagBits.HasMissingType);","this.tagBits |= type.tagBits & (TagBits.HasTypeVariable | TagBits.HasDirectWildcard | TagBits.HasMissingType);",38,38,0
"8553","7733.txt","ReadWriteMonitor monitor = index == null ? null : index.monitor;","ReadWriteMonitor monitor = index.monitor;","ReadWriteMonitor monitor = index.monitor;",340,340,0
"8554","7734.txt","int redistribute = subtract(preferredWidth, total);","int redistribute = preferredWidth - total;","int redistribute = preferredWidth - total;",409,409,0
"8555","7735.txt","if (isPrimary || (root.isOnClasspath() && resource.isAccessible() && Util.isValidCompilationUnitName(workingCopy.getElementName()))) {","if (isPrimary || (root.isOnClasspath() && resource.isAccessible())) {","if (isPrimary || (root.isOnClasspath() && resource.isAccessible())) {",75,75,0
"8556","7736.txt","addField(Argo.localize(""UMLMenu"", ""label.subvertex""), new JScrollPane(new UMLMutableLinkedList(new UMLCompositeStateSubvertexListModel(), null, ActionNewStubState.SINGLETON)));","addField(Argo.localize(""UMLMenu"", ""label.subvertex""), new JScrollPane(new UMLMutableLinkedList(this, new UMLCompositeStateSubvertexListModel(), null, ActionNewStubState.SINGLETON)));","addField(Argo.localize(""UMLMenu"", ""label.subvertex""), new JScrollPane(new UMLMutableLinkedList(this, new UMLCompositeStateSubvertexListModel(), null, ActionNewStubState.SINGLETON)));",62,62,0
"8557","7737.txt","private short dclass;","short dclass;","private Thread cleaner;",164,163,0.761594155955765
"8558","7738.txt","|| BaseTypeBinding.isWidening(lhsType.id, rhsType.id))","|| (lhsType.isBaseType() && BaseTypeBinding.isWidening(lhsType.id, rhsType.id)))","|| (lhsType.isBaseType() && BaseTypeBinding.isWidening(lhsType.id, rhsType.id)))",174,174,0
"8559","7739.txt","String encoding = JavaCore.getOption(JavaCore.CORE_ENCODING);","String encoding = (String)JavaCore.getOptions().get(JavaCore.CORE_ENCODING);","String encoding = (String)JavaCore.getOptions().get(JavaCore.CORE_ENCODING);",329,329,0
"8560","774.txt","fireMappingChanged(event.getProperty(), event.getOldValue(), event.getNewValue());","fireGradientMappingChanged(event.getProperty(), (GradientData)event.getOldValue(), (GradientData)event.getNewValue());","fireGradientMappingChanged(event.getProperty(), (GradientData)event.getOldValue(), (GradientData)event.getNewValue());",33,33,0
"8561","7740.txt","buffer.append("".""); //$NON-NLS-1$","buffer.append("".""/*nonNLS*/);","buffer.append("".""/*nonNLS*/);",600,600,0
"8562","7741.txt","return ""<SelectOnType:""/*nonNLS*/ + new String(token) + "">""/*nonNLS*/ ;","return ""<SelectOnType:"" + new String(token) + "">"" ; //$NON-NLS-2$ //$NON-NLS-1$","return ""<SelectOnType:"" + new String(token) + "">"" ; //$NON-NLS-2$ //$NON-NLS-1$",49,49,0
"8563","7742.txt","return getKey(this, false/*don't open*/);","return getKey(this, true/*with access flags*/, false/*don't open*/);","return getKey(this, true/*with access flags*/, false/*don't open*/);",99,99,0
"8564","7743.txt","if (isVirtualInvoke(method, messageSend) && !(messageSend.actualReceiverType instanceof ArrayBinding)) {","if (isVirtualInvoke(method, messageSend) && !(messageSend.receiverType instanceof ArrayBinding)) {","if (isVirtualInvoke(method, messageSend) && !(messageSend.receiverType instanceof ArrayBinding)) {",262,262,0
"8565","7744.txt","control.moveAbove(null);","//control.moveAbove(null);","//control.moveAbove(null);",139,139,0
"8566","7745.txt","}else if(event.getClickCount()>1 && ((event.getModifiers() & MouseEvent.BUTTON2_MASK)>0)){","}else if(event.getClickCount()>1 && event.getButton() == MouseEvent.BUTTON2_MASK){","}else if(event.getClickCount()>1 && event.getButton() == MouseEvent.BUTTON2_MASK){",167,167,0
"8567","7746.txt","Class dummy = Class.forName(""com.ibm.uvm.tools.DebugSupport"");","Class dummy = Loader.loadClass(""com.ibm.uvm.tools.DebugSupport"");","Class dummy = Loader.loadClass(""com.ibm.uvm.tools.DebugSupport"");",63,63,0
"8568","7747.txt","return ""indexing ""/*nonNLS*/ + resource.getName();","return ""indexing "" + resource.getName();","return ""indexing "" + resource.getName();",71,71,0
"8569","7748.txt","catch (Exception e)","} catch (Exception e)","} catch (Exception e)",97,97,0
"8570","7749.txt","switch (readTokenAndConsume()) {","switch (token = readTokenAndConsume()) {","switch (token = readTokenAndConsume()) {",276,276,0
"8571","775.txt","int mid= list[left + (right - left) / 2];","int mid= list[(left + right) / 2];","int mid= list[(left + right) / 2];",74,74,0
"8572","7750.txt","rrclass = Class.forName(""DNS.dns"" + s + ""Record"");","rrclass = Class.forName(""dns"" + s + ""Record"");","rrclass = Class.forName(""dns"" + s + ""Record"");",43,43,0
"8573","7751.txt","return this.getWorkingCopy(null, null, null);","return this.getWorkingCopy(null, null);","return this.getWorkingCopy(null, null);",571,571,0
"8574","7752.txt","return ""(""/*nonNLS*/ + type.toString(0)+ "") ""/*nonNLS*/ +","return ""("" + type.toString(0)+ "") "" + //$NON-NLS-2$ //$NON-NLS-1$","return ""("" + type.toString(0)+ "") "" + //$NON-NLS-2$ //$NON-NLS-1$",237,237,0
"8575","7753.txt","return """"/*nonNLS*/;","return """"; //$NON-NLS-1$","return null;",129,27,1
"8576","7754.txt","StringBuffer buf = new StringBuffer(""ModifiedBuilderType(""); //$NON-NLS-1$","StringBuffer buf = new StringBuffer(""ModifiedBuilderType(""/*nonNLS*/);","StringBuffer buf = new StringBuffer(""ModifiedBuilderType(""/*nonNLS*/);",252,252,0
"8577","7755.txt","return qualification.toString(0)+"".this"" ; //$NON-NLS-1$","return qualification.toString(0)+"".this""/*nonNLS*/ ;","return qualification.toString(0)+"".this""/*nonNLS*/ ;",122,122,0
"8578","7756.txt","if (forceInitialize && this.storedAnnotations == null && this.scope != null) { // scope null when no annotation cached, and type got processed fully (159631)","if (forceInitialize && this.storedAnnotations == null) {","if (forceInitialize && this.storedAnnotations == null) {",1433,1433,0
"8579","7757.txt","ASTNode clone0(AST target) {","ASTNode clone(AST target) {","ASTNode clone(AST target) {",114,114,0
"8580","7758.txt","buffer.append("", ""); //$NON-NLS-1$","buffer.append("", ""/*nonNLS*/);","buffer.append("", ""/*nonNLS*/);",140,140,0
"8581","7759.txt","ASTNode clone0(AST target) {","ASTNode clone(AST target) {","ASTNode clone(AST target) {",230,230,0
"8582","776.txt","input);","input); //$NON-NLS-1$","input); //$NON-NLS-1$",105,105,0
"8583","7760.txt","import org.columba.mail.resourceloader.MailImageLoader;","import org.columba.mail.gui.util.MailImageLoader;","import org.columba.mail.gui.util.MailImageLoader;",31,31,0
"8584","7761.txt","viewer.setComparator(DataTransferWizardCollectionSorter.INSTANCE);","viewer.setSorter(DataTransferWizardCollectionSorter.INSTANCE);","viewer.setSorter(DataTransferWizardCollectionSorter.INSTANCE);",119,119,0
"8585","7762.txt","public String[] getPluginIdList() {","public String[] getDefaultNames() {","public String[] getDefaultNames() {",37,37,0
"8586","7763.txt","throw new NotPresentException(Util.bind(""element.notPresent""/*nonNLS*/));","throw new NotPresentException(Util.bind(""element.notPresent"")); //$NON-NLS-1$","throw new NotPresentException(Util.bind(""element.notPresent"")); //$NON-NLS-1$",149,149,0
"8587","7764.txt","_okButton = new JButton(Argo.localize(""UMLMenu"", ""button.ok""));","_okButton = new JButton(Argo.localize(""UMLMenu"", ""button.add""));","_okButton = new JButton(Argo.localize(""UMLMenu"", ""button.add""));",212,212,0
"8588","7765.txt","ProjectManager.getManager().getCurrentProject().getRoot();","ProjectManager.getManager().getCurrentProject().getModel();","ProjectManager.getManager().getCurrentProject().getModel();",1267,436,1
"8589","7766.txt","tabFolder.setTabHeight(height);","tabFolder.setTabHeight(height + 1);","tabFolder.setTabHeight(height + 1);",475,475,0
"8590","7767.txt","extends BaseAttachment","extends ZZBaseAttachment","extends ZZBaseAttachment",27,27,0
"8591","7768.txt","contentTextArea = new JTextArea(10,20);","contentTextArea = new JTextArea(20,120);","contentTextArea = new JTextArea(20,120);",55,55,0
"8592","7769.txt","buf.append("", ""); //$NON-NLS-1$","buf.append("", "");","buf.append("", "");",333,333,0
"8593","777.txt",".getFolder(""101"").getPath()));",".getFolder(101).getPath()));",".getFolder(101).getPath()));",136,136,0
"8594","7770.txt","ClusterRegistryImpl_Cluster cstub = new ClusterRegistryImpl_Cluster(r);","ClusterRegistryImplCStub cstub = new ClusterRegistryImplCStub(r);","ClusterRegistryImplCStub cstub = new ClusterRegistryImplCStub(r);",45,45,0
"8595","7771.txt","buffer.append(""(working copy)\n""/*nonNLS*/);","buffer.append(""(working copy)\n""); //$NON-NLS-1$","buffer.append(""(working copy)\n""); //$NON-NLS-1$",309,309,0
"8596","7772.txt","throw new AbortMethod(scope.referenceCompilationUnit().compilationResult, null);","throw new AbortMethod(scope.referenceCompilationUnit().compilationResult);","throw new AbortMethod(scope.referenceCompilationUnit().compilationResult);",305,305,0
"8597","7773.txt","return Util.bind(""operation.createMethodProgress""); //$NON-NLS-1$","return Util.bind(""operation.createMethodProgress""/*nonNLS*/);","return Util.bind(""operation.createMethodProgress""/*nonNLS*/);",82,82,0
"8598","7774.txt","import org.apache.log4j.spi.ErrorItem;","import org.apache.log4j.config.ErrorItem;","import org.apache.log4j.config.ErrorItem;",21,21,0
"8599","7775.txt","//super.dock(messageViewerDockable, IDock.REGION.CENTER);","super.dock(messageViewerDockable, IDock.REGION.CENTER);","super.dock(messageViewerDockable, IDock.REGION.CENTER);",175,175,0
"8600","7776.txt","import org.eclipse.jdt.core.compiler.CharOperation;","import org.eclipse.jdt.internal.compiler.util.CharOperation;","import org.eclipse.jdt.internal.compiler.util.CharOperation;",33,33,0
"8601","7777.txt","return new UnresolvedAnnotationBinding(annotationType, pairs, env);","return AnnotationBinding.createUnresolvedAnnotation(annotationType, pairs, env);","return AnnotationBinding.createUnresolvedAnnotation(annotationType, pairs, env);",86,86,0
"8602","7778.txt","return this.problemId;","return problemId;","return problemId;",34,34,0
"8603","7779.txt","this.getSourceAttachmentPath(), this.getSourceAttachmentRootPath(), this.getOutputLocation(),","this.getOutputLocation(), this.getSourceAttachmentPath(), this.getSourceAttachmentRootPath(),","this.getOutputLocation(), this.getSourceAttachmentPath(), this.getSourceAttachmentRootPath(),",196,196,0
"8604","778.txt","nullsOk());","nullsOk(), freshInstance);","nullsOk(), freshInstance);",142,142,0
"8605","7780.txt","dialog.showDialog(""Error while trying to instantiate plugin "" +","dialog.showDialog(""Error while trying to instanciate plugin "" +","dialog.showDialog(""Error while trying to instanciate plugin "" +",160,160,0
"8606","7781.txt","} catch(Throwable e) { // MS-Java throws com.ms.security.SecurityExceptionEx","} catch(SecurityException e) {","}",93,49,1
"8607","7782.txt","types.add(NSAP_PTR, ""NSAP-PTR"");","types.add(NSAP_PTR, ""NSAP_PTR"");","types.add(NSAP_PTR, ""NSAP_PTR"");",212,212,0
"8608","7783.txt","final String contextId = """"; //$NON-NLS-1$","final String contextId = """";","final String contextId = """";",293,293,0
"8609","7784.txt","this.produceAttributes = this.referenceBinding.scope.compilerOptions().produceDebugAttributes;","this.produceDebugAttributes = this.referenceBinding.scope.compilerOptions().produceDebugAttributes;","this.produceDebugAttributes = this.referenceBinding.scope.compilerOptions().produceDebugAttributes;",114,114,0
"8610","7785.txt","setVisible(true);","show();","complete(true);",476,369,1
"8611","7786.txt","public AccessRuleSet accessRuleSet;","protected AccessRuleSet accessRuleSet;","protected AccessRuleSet accessRuleSet;",26,26,0
"8612","7787.txt","return new StringBuffer(""TypeHierarchyIndictment(""/*nonNLS*/).append(fName).append("")""/*nonNLS*/).toString();","return new StringBuffer(""TypeHierarchyIndictment("").append(fName).append("")"").toString(); //$NON-NLS-1$ //$NON-NLS-2$","return new StringBuffer(""TypeHierarchyIndictment("").append(fName).append("")"").toString(); //$NON-NLS-1$ //$NON-NLS-2$",31,31,0
"8613","7788.txt","this.resolvedType = this.binding = (ArrayBinding) expectedTb;","binding = (ArrayBinding) expectedTb;","binding = (ArrayBinding) expectedTb;",147,147,0
"8614","7789.txt","public ScopeKind _ownerScope = ScopeKind.INSTANCE;","public ScopeKind _ownerScope = ScopeKind.UNSPEC;","public ScopeKind _ownerScope = ScopeKind.UNSPEC;",43,43,0
"8615","779.txt","public int bindingType() {","public final int bindingType() {","public final int bindingType() {",34,34,0
"8616","7790.txt","IStructuredSelection selection = (IStructuredSelection) actionSetsViewer","StructuredSelection selection = (StructuredSelection) actionSetsViewer","StructuredSelection selection = (StructuredSelection) actionSetsViewer",981,981,0
"8617","7791.txt","top = this.totalUnits; // last unit added","top = this.unitsToProcess.length;","top = this.unitsToProcess.length;",673,673,0
"8618","7792.txt","import org.columba.core.action.BasicAction;","import org.columba.mail.gui.action.BasicAction;","import org.columba.mail.gui.action.BasicAction;",20,20,0
"8619","7793.txt","System.err.println(""Stack trace of embedded throwable:""); //$NON-NLS-1$","System.err.println(""Stack trace of embedded throwable:""/*nonNLS*/);","System.err.println(""Stack trace of embedded throwable:""/*nonNLS*/);",43,43,0
"8620","7794.txt","import org.jboss.jmx.connector.RemoteMBeanServer;","import org.jboss.jmx.connector.JMXConnector;","import org.jboss.jmx.connector.JMXConnector;",20,20,0
"8621","7795.txt","import org.eclipse.jdt.internal.compiler.util.SimpleSet;","import org.eclipse.jdt.internal.core.util.*;","import org.eclipse.jdt.internal.compiler.util.HashtableOfObject;",18,17,0.761594155955765
"8622","7796.txt","is safety tradeoff invloved in skipping flushing. Indeed, when","is safety tradeoff invloving in skipping flushing. Indeed, when","is safety tradeoff invloving in skipping flushing. Indeed, when",154,154,0
"8623","7797.txt","public abstract MTransition parseTransition(MTransition trans, String s);","public abstract MTransition parseTransition(String s);","public abstract MTransition parseTransition(String s);",49,49,0
"8624","7798.txt","if( ""EXPERIMENTAL_FORM"".equals( ctx.getAuthMethod() )) {","if( ""FORM"".equals( ctx.getAuthMethod() )) {","if( ""FORM"".equals( ctx.getAuthMethod() )) {",84,84,0
